,frame,x,y
7052,863,1627,628
7053,864,3136,1715
7054,864,2947,1471
7055,864,3056,1392
7056,864,1609,1324
7057,864,2140,1308
7058,864,1593,1268
7059,864,2391,1019
7060,864,1668,902
7061,865,3134,1713
7062,865,2947,1472
7063,865,3055,1395
7064,865,1592,1268
7065,865,2393,1022
7066,865,1668,902
7067,866,3835,2154
7068,866,3135,1713
7069,866,2947,1474
7070,866,3053,1401
7071,866,2141,1308
7072,866,1589,1270
7073,866,1604,1260
7074,866,2396,1025
7075,866,1667,902
7076,867,3836,2155
7077,867,3135,1712
7078,867,2947,1474
7079,867,3054,1393
7080,867,2139,1313
7081,867,2400,1030
7082,867,1668,902
7083,867,2257,734
7084,868,3836,2155
7085,868,3139,1709
7086,868,2947,1474
7087,868,3054,1394
7088,868,2140,1312
7089,868,1586,1279
7090,868,2401,1031
7091,868,2254,734
7092,869,3834,2155
7093,869,3140,1709
7094,869,2313,1480
7095,869,2947,1473
7096,869,3053,1394
7097,869,2140,1312
7098,869,1584,1280
7099,869,2404,1037
7100,870,3833,2155
7101,870,3144,1704
7102,870,2941,1474
7103,870,2312,1482
7104,870,2948,1463
7105,870,3053,1394
7106,870,2140,1313
7107,870,1582,1282
7108,870,1396,1245
7109,870,2419,1220
7110,870,2406,1039
7111,871,3144,1704
7112,871,2312,1482
7113,871,2945,1478
7114,871,3054,1397
7115,871,2140,1313
7116,871,1581,1283
7117,871,1395,1245
7118,871,2409,1045
7119,872,3145,1704
7120,872,2982,1536
7121,872,2944,1488
7122,872,2311,1483
7123,872,3053,1403
7124,872,2140,1315
7125,872,1579,1284
7126,872,2411,1049
7127,872,2371,997
7128,873,3145,1702
7129,873,2941,1490
7130,873,2310,1482
7131,873,3053,1403
7132,873,1602,1322
7133,873,2138,1318
7134,873,1578,1284
7135,873,2411,1051
7136,873,2373,999
7137,874,3146,1701
7138,874,2941,1490
7139,874,2311,1483
7140,874,3048,1406
7141,874,2138,1322
7142,874,1394,1247
7143,874,2412,1052
7144,874,2373,998
7145,874,1670,891
7146,874,2257,733
7147,875,3146,1702
7148,875,2941,1491
7149,875,2310,1483
7150,875,3052,1409
7151,875,2136,1328
7152,875,1604,1324
7153,875,1578,1284
7154,875,1395,1248
7155,875,2411,1052
7156,875,1670,891
7157,875,2257,734
7158,876,3146,1703
7159,876,2981,1542
7160,876,2310,1486
7161,876,2942,1495
7162,876,3053,1406
7163,876,2136,1328
7164,876,1603,1323
7165,876,1576,1285
7166,876,2411,1055
7167,877,2980,1543
7168,877,2943,1497
7169,877,2309,1484
7170,877,3053,1398
7171,877,1603,1324
7172,877,1575,1284
7173,877,1539,1237
7174,877,2412,1058
7175,878,3146,1702
7176,878,2981,1541
7177,878,2943,1497
7178,878,3053,1399
7179,878,1218,1360
7180,878,1607,1328
7181,878,1540,1237
7182,878,2411,1057
7183,879,2982,1543
7184,879,2943,1496
7185,879,3053,1399
7186,879,1218,1360
7187,879,1604,1325
7188,879,1540,1236
7189,879,2409,1220
7190,879,2411,1057
7191,880,3835,2157
7192,880,3147,1701
7193,880,2986,1527
7194,880,2947,1498
7195,880,3052,1399
7196,880,1221,1358
7197,880,1610,1331
7198,880,1396,1249
7199,880,1543,1236
7200,880,2412,1220
7201,880,2411,1057
7202,880,1670,889
7203,881,3835,2157
7204,881,3147,1701
7205,881,2986,1527
7206,881,2290,1499
7207,881,2948,1499
7208,881,3049,1400
7209,881,1214,1362
7210,881,1610,1331
7211,881,2152,1297
7212,881,1396,1247
7213,881,1545,1236
7214,881,2414,1220
7215,881,2412,1059
7216,882,3836,2156
7217,882,2291,1499
7218,882,2947,1499
7219,882,3056,1394
7220,882,1219,1359
7221,882,1610,1330
7222,882,2153,1297
7223,882,1396,1248
7224,882,1546,1236
7225,882,2412,1220
7226,882,2411,1061
7227,883,3836,2156
7228,883,2290,1499
7229,883,3044,1405
7230,883,1214,1362
7231,883,1611,1331
7232,883,2155,1299
7233,883,1396,1248
7234,883,1550,1236
7235,883,1616,1230
7236,883,2412,1220
7237,883,2405,1052
7238,884,3836,2156
7239,884,2290,1498
7240,884,3042,1406
7241,884,1214,1362
7242,884,1611,1331
7243,884,2156,1300
7244,884,1550,1236
7245,884,1618,1230
7246,884,2405,1053
7247,885,3836,2156
7248,885,2290,1499
7249,885,3034,1407
7250,885,1220,1359
7251,885,1612,1332
7252,885,2157,1299
7253,885,1395,1247
7254,885,1552,1236
7255,885,2412,1220
7256,885,2405,1053
7257,885,1671,902
7258,886,3836,2155
7259,886,2289,1499
7260,886,3033,1407
7261,886,1210,1357
7262,886,2129,1330
7263,886,1613,1331
7264,886,2157,1300
7265,886,1554,1236
7266,886,2411,1221
7267,886,2405,1055
7268,886,1672,901
7269,887,2983,1529
7270,887,2293,1498
7271,887,3030,1408
7272,887,1211,1362
7273,887,2129,1331
7274,887,1613,1334
7275,887,2162,1305
7276,887,1393,1247
7277,887,1551,1236
7278,887,2406,1057
7279,887,1672,895
7280,888,2984,1530
7281,888,2293,1498
7282,888,3027,1410
7283,888,1211,1364
7284,888,1192,1349
7285,888,1614,1334
7286,888,2163,1307
7287,888,1393,1247
7288,888,1550,1236
7289,888,2407,1062
7290,888,1672,901
7291,889,2984,1529
7292,889,2293,1499
7293,889,3032,1408
7294,889,1210,1364
7295,889,1192,1349
7296,889,1615,1333
7297,889,2161,1302
7298,889,1393,1249
7299,889,1553,1236
7300,889,2410,1066
7301,889,1671,895
7302,890,2983,1529
7303,890,2287,1500
7304,890,3034,1409
7305,890,1213,1361
7306,890,1192,1349
7307,890,1616,1333
7308,890,2163,1303
7309,890,1392,1248
7310,890,1553,1236
7311,890,2404,1219
7312,890,2410,1067
7313,890,1632,646
7314,891,2983,1535
7315,891,2949,1505
7316,891,2286,1500
7317,891,3042,1404
7318,891,1212,1364
7319,891,1191,1349
7320,891,2129,1333
7321,891,1619,1334
7322,891,2163,1304
7323,891,1392,1248
7324,891,1551,1236
7325,891,2402,1218
7326,891,2411,1068
7327,891,1633,646
7328,892,2983,1535
7329,892,2949,1506
7330,892,2285,1501
7331,892,3041,1405
7332,892,1209,1365
7333,892,1618,1332
7334,892,2163,1305
7335,892,1391,1248
7336,892,1558,1236
7337,892,2402,1218
7338,892,2411,1068
7339,892,1633,647
7340,893,2983,1539
7341,893,2288,1500
7342,893,2947,1484
7343,893,3043,1405
7344,893,1205,1373
7345,893,1622,1332
7346,893,2162,1299
7347,893,1391,1248
7348,893,1560,1236
7349,893,2401,1218
7350,893,2412,1069
7351,893,1634,647
7352,894,2982,1544
7353,894,2950,1506
7354,894,2284,1502
7355,894,3043,1406
7356,894,1205,1369
7357,894,1628,1333
7358,894,2163,1306
7359,894,2401,1218
7360,894,2412,1070
7361,894,1632,643
7362,895,2981,1544
7363,895,2287,1498
7364,895,3043,1405
7365,895,1205,1369
7366,895,1628,1334
7367,895,2165,1312
7368,895,1390,1249
7369,895,1552,1237
7370,895,2398,1217
7371,895,2413,1075
7372,895,1636,646
7373,896,2981,1541
7374,896,2287,1497
7375,896,2946,1485
7376,896,3042,1407
7377,896,1205,1369
7378,896,2131,1336
7379,896,1627,1334
7380,896,2164,1312
7381,896,1388,1248
7382,896,1555,1236
7383,896,2412,1077
7384,896,1637,647
7385,897,2976,1557
7386,897,2946,1483
7387,897,3040,1408
7388,897,1205,1369
7389,897,2132,1337
7390,897,1629,1335
7391,897,2164,1313
7392,897,1388,1248
7393,897,1557,1237
7394,897,1794,1187
7395,897,2411,1078
7396,897,1671,893
7397,897,1639,649
7398,898,2978,1549
7399,898,2947,1483
7400,898,3032,1413
7401,898,1205,1369
7402,898,2133,1337
7403,898,1632,1335
7404,898,2165,1316
7405,898,1386,1248
7406,898,1559,1237
7407,898,1794,1187
7408,898,2411,1079
7409,898,1671,892
7410,898,1639,650
7411,899,2978,1551
7412,899,3030,1414
7413,899,1206,1369
7414,899,2133,1338
7415,899,1634,1338
7416,899,2167,1319
7417,899,1574,1282
7418,899,1384,1247
7419,899,1560,1237
7420,899,2397,1219
7421,899,1794,1187
7422,899,2412,1080
7423,899,1671,892
7424,899,1640,652
7425,900,2977,1552
7426,900,3028,1414
7427,900,1207,1369
7428,900,1637,1338
7429,900,2166,1319
7430,900,1383,1246
7431,900,1562,1237
7432,900,2396,1220
7433,900,1795,1187
7434,900,2412,1080
7435,900,1671,891
7436,900,1639,653
7437,901,2977,1552
7438,901,3028,1414
7439,901,1638,1339
7440,901,1381,1246
7441,901,1564,1237
7442,901,2396,1219
7443,901,2415,1082
7444,901,1639,655
7445,902,2977,1552
7446,902,3028,1415
7447,902,1641,1341
7448,902,2167,1321
7449,902,1382,1246
7450,902,1567,1237
7451,902,2396,1219
7452,902,2415,1082
7453,902,1640,658
7454,903,2978,1554
7455,903,3028,1414
7456,903,1200,1378
7457,903,1642,1342
7458,903,1378,1245
7459,903,1570,1237
7460,903,2415,1083
7461,903,1640,658
7462,904,2975,1561
7463,904,3029,1414
7464,904,1200,1378
7465,904,1643,1345
7466,904,1572,1237
7467,904,2415,1085
7468,904,1638,656
7469,905,2976,1559
7470,905,2957,1516
7471,905,3029,1413
7472,905,1647,1349
7473,905,1377,1246
7474,905,1574,1237
7475,906,2975,1561
7476,906,2958,1516
7477,906,1198,1381
7478,906,1650,1351
7479,906,1569,1285
7480,906,1377,1246
7481,906,1574,1237
7482,907,2975,1556
7483,907,1196,1383
7484,907,1651,1353
7485,907,1568,1287
7486,907,1378,1246
7487,907,1576,1237
7488,907,1629,643
7489,908,2974,1562
7490,908,1198,1382
7491,908,1652,1355
7492,908,1805,1314
7493,908,1567,1288
7494,908,1376,1245
7495,908,1575,1237
7496,908,1628,643
7497,909,2973,1564
7498,909,1197,1383
7499,909,1653,1356
7500,909,1805,1315
7501,909,1566,1289
7502,909,1374,1244
7503,909,1577,1237
7504,909,1802,1185
7505,909,2917,1073
7506,909,1672,905
7507,909,1629,644
7508,910,3168,1656
7509,910,2973,1565
7510,910,2957,1517
7511,910,1195,1386
7512,910,1655,1358
7513,910,1565,1290
7514,910,1372,1244
7515,910,1579,1236
7516,910,1802,1185
7517,910,2916,1072
7518,910,1629,644
7519,911,3168,1655
7520,911,2973,1565
7521,911,2958,1519
7522,911,1195,1387
7523,911,1655,1359
7524,911,1566,1289
7525,911,1371,1243
7526,911,1579,1236
7527,911,1802,1185
7528,911,1674,906
7529,911,1628,644
7530,912,3168,1654
7531,912,2973,1563
7532,912,1202,1376
7533,912,1655,1359
7534,912,1370,1243
7535,912,1580,1236
7536,912,1802,1185
7537,913,3169,1653
7538,913,2972,1563
7539,913,2278,1519
7540,913,1203,1376
7541,913,1654,1364
7542,913,1809,1314
7543,913,1368,1243
7544,913,1581,1236
7545,913,2393,1220
7546,913,1802,1185
7547,913,1618,642
7548,914,3168,1652
7549,914,2974,1560
7550,914,2278,1519
7551,914,3021,1412
7552,914,1202,1376
7553,914,1654,1365
7554,914,1811,1315
7555,914,1561,1293
7556,914,1583,1235
7557,914,1802,1185
7558,914,1630,648
7559,915,3169,1651
7560,915,2971,1562
7561,915,2278,1519
7562,915,3018,1411
7563,915,1203,1375
7564,915,1654,1367
7565,915,1812,1318
7566,915,1561,1293
7567,915,1584,1236
7568,915,1632,652
7569,916,3169,1650
7570,916,2970,1562
7571,916,2278,1519
7572,916,3018,1411
7573,916,1199,1380
7574,916,1655,1370
7575,916,1814,1320
7576,916,1583,1239
7577,916,2393,1221
7578,916,2919,1074
7579,916,1676,907
7580,916,1633,653
7581,917,3169,1648
7582,917,2966,1568
7583,917,2278,1519
7584,917,3017,1410
7585,917,1198,1382
7586,917,1656,1372
7587,917,1813,1317
7588,917,2392,1221
7589,917,2919,1074
7590,917,1676,907
7591,917,1633,654
7592,918,3832,2154
7593,918,3169,1647
7594,918,2966,1569
7595,918,2279,1517
7596,918,1197,1386
7597,918,1655,1376
7598,918,1814,1318
7599,918,1585,1237
7600,918,2393,1221
7601,918,2920,1074
7602,918,1677,906
7603,918,1633,654
7604,919,3832,2154
7605,919,3168,1645
7606,919,2800,1632
7607,919,2966,1569
7608,919,2279,1518
7609,919,1196,1387
7610,919,1655,1378
7611,919,1586,1237
7612,919,1677,906
7613,919,1634,655
7614,920,3832,2154
7615,920,3169,1644
7616,920,2800,1631
7617,920,2965,1572
7618,920,1655,1379
7619,920,1586,1237
7620,920,1677,905
7621,920,1635,656
7622,921,3833,2153
7623,921,3169,1640
7624,921,2800,1631
7625,921,2967,1568
7626,921,1199,1383
7627,921,1658,1384
7628,921,1812,1318
7629,921,1586,1238
7630,921,1678,905
7631,921,1464,715
7632,921,1644,660
7633,922,3169,1641
7634,922,2800,1631
7635,922,2966,1568
7636,922,2278,1528
7637,922,3030,1410
7638,922,1197,1386
7639,922,1658,1383
7640,922,1816,1319
7641,922,1588,1238
7642,922,2263,879
7643,922,1644,661
7644,923,3169,1642
7645,923,2800,1631
7646,923,2964,1575
7647,923,3021,1409
7648,923,1197,1386
7649,923,1657,1382
7650,923,1816,1318
7651,923,1589,1238
7652,923,2263,879
7653,923,1642,661
7654,924,3170,1640
7655,924,2964,1576
7656,924,2278,1525
7657,924,3022,1409
7658,924,1197,1386
7659,924,1656,1387
7660,924,1816,1318
7661,924,1591,1238
7662,924,1679,907
7663,924,1641,661
7664,925,3171,1639
7665,925,2966,1576
7666,925,2277,1524
7667,925,3022,1410
7668,925,1197,1385
7669,925,1657,1390
7670,925,1816,1319
7671,925,1593,1238
7672,925,1679,907
7673,925,1638,661
7674,926,3172,1638
7675,926,2967,1577
7676,926,2278,1524
7677,926,1195,1390
7678,926,1657,1392
7679,926,1817,1320
7680,926,1567,1286
7681,926,1593,1238
7682,926,1639,662
7683,927,3172,1638
7684,927,2803,1631
7685,927,2965,1578
7686,927,3026,1412
7687,927,1197,1385
7688,927,1657,1391
7689,927,1820,1323
7690,927,1594,1238
7691,927,1641,662
7692,928,3173,1637
7693,928,2965,1580
7694,928,3026,1412
7695,928,1657,1397
7696,928,1198,1385
7697,928,1821,1324
7698,928,1594,1238
7699,928,2426,1085
7700,928,1641,663
7701,929,3174,1635
7702,929,2804,1629
7703,929,2965,1580
7704,929,1658,1399
7705,929,1198,1386
7706,929,1824,1328
7707,929,1595,1239
7708,929,1643,664
7709,930,3174,1634
7710,930,2964,1581
7711,930,3022,1412
7712,930,1659,1407
7713,930,1830,1332
7714,930,1595,1239
7715,930,1645,666
7716,931,3174,1634
7717,931,3021,1412
7718,931,1660,1408
7719,931,1822,1328
7720,931,1596,1240
7721,931,1646,667
7722,932,3173,1633
7723,932,3019,1411
7724,932,1197,1393
7725,932,1660,1408
7726,932,1823,1328
7727,932,1596,1240
7728,932,1648,669
7729,933,3173,1632
7730,933,2807,1630
7731,933,3019,1411
7732,933,1661,1409
7733,933,1827,1331
7734,933,1596,1240
7735,933,1650,670
7736,934,3173,1632
7737,934,2808,1630
7738,934,3020,1410
7739,934,1662,1410
7740,934,1827,1331
7741,934,1597,1240
7742,934,1652,672
7743,935,2808,1631
7744,935,3018,1409
7745,935,1663,1412
7746,935,1828,1333
7747,935,1597,1241
7748,935,2403,1091
7749,935,1656,674
7750,936,2809,1631
7751,936,1663,1420
7752,936,3017,1409
7753,936,1197,1392
7754,936,1827,1333
7755,936,1600,1240
7756,936,2403,1092
7757,936,1655,676
7758,937,2808,1630
7759,937,1663,1421
7760,937,1194,1398
7761,937,2403,1092
7762,937,1656,677
7763,938,2809,1630
7764,938,1664,1422
7765,938,1194,1398
7766,938,1609,1235
7767,938,2404,1092
7768,938,1660,680
7769,939,2809,1631
7770,939,3182,1615
7771,939,1667,1423
7772,939,3016,1407
7773,939,1193,1400
7774,939,1619,1225
7775,939,2278,883
7776,939,1661,680
7777,940,2810,1631
7778,940,1667,1425
7779,940,1193,1400
7780,940,1620,1225
7781,940,2278,883
7782,940,1660,680
7783,941,2810,1631
7784,941,1659,1422
7785,941,1193,1399
7786,941,1621,1226
7787,941,2401,1095
7788,941,1459,704
7789,941,1660,679
7790,942,2810,1630
7791,942,1660,1423
7792,942,1192,1399
7793,942,1830,1344
7794,942,1619,1225
7795,942,2362,1217
7796,942,2403,1096
7797,942,1456,708
7798,942,1661,680
7799,943,1663,1423
7800,943,1193,1399
7801,943,1829,1341
7802,943,1618,1226
7803,943,2361,1217
7804,943,2402,1095
7805,943,1456,707
7806,943,1661,681
7807,944,1668,1423
7808,944,1193,1399
7809,944,1830,1345
7810,944,1619,1226
7811,944,2361,1216
7812,944,2402,1096
7813,944,1453,708
7814,944,1661,681
7815,945,1663,1424
7816,945,1193,1399
7817,945,1620,1226
7818,945,2361,1216
7819,945,2402,1096
7820,945,1453,707
7821,945,1661,682
7822,946,1665,1422
7823,946,1193,1398
7824,946,1829,1345
7825,946,1620,1227
7826,946,2401,1099
7827,946,1775,802
7828,946,1453,707
7829,946,1662,683
7830,947,1666,1421
7831,947,1194,1396
7832,947,1829,1346
7833,947,1623,1229
7834,947,2361,1216
7835,947,2400,1100
7836,947,1776,802
7837,947,1453,706
7838,947,1647,676
7839,948,1666,1424
7840,948,1194,1396
7841,948,1829,1344
7842,948,2361,1215
7843,948,2395,1111
7844,948,1776,803
7845,948,1454,705
7846,948,1648,677
7847,949,1667,1425
7848,949,1194,1397
7849,949,1828,1344
7850,949,2152,1310
7851,949,2361,1215
7852,949,2396,1118
7853,949,2405,1088
7854,949,2012,839
7855,949,1776,805
7856,949,1455,705
7857,949,1647,676
7858,950,1668,1425
7859,950,1193,1397
7860,950,1828,1344
7861,950,2152,1309
7862,950,2401,1101
7863,950,1776,805
7864,950,1456,704
7865,950,1654,681
7866,951,1668,1425
7867,951,1193,1401
7868,951,1828,1349
7869,951,2153,1305
7870,951,2401,1100
7871,951,1458,703
7872,951,1654,682
7873,952,1669,1424
7874,952,1193,1400
7875,952,1829,1350
7876,952,2156,1303
7877,952,2400,1103
7878,952,2009,840
7879,952,1459,702
7880,952,1653,682
7881,953,1671,1425
7882,953,1193,1406
7883,953,2156,1303
7884,953,2398,1106
7885,953,2008,840
7886,953,1460,702
7887,953,1649,679
7888,954,1672,1424
7889,954,1192,1406
7890,954,1828,1355
7891,954,1625,1230
7892,954,2398,1107
7893,954,1460,701
7894,954,1655,684
7895,955,1672,1424
7896,955,1192,1411
7897,955,1829,1355
7898,955,2397,1108
7899,955,1461,701
7900,955,1655,684
7901,956,1672,1423
7902,956,1192,1407
7903,956,1828,1355
7904,956,2162,1311
7905,956,2399,1106
7906,956,2007,842
7907,956,1461,701
7908,956,1659,687
7909,957,2963,1892
7910,957,1673,1423
7911,957,1193,1406
7912,957,1828,1359
7913,957,2165,1314
7914,957,2397,1112
7915,957,2007,842
7916,957,1462,701
7917,957,1660,688
7918,958,2964,1892
7919,958,1673,1422
7920,958,1193,1405
7921,958,1827,1361
7922,958,2162,1312
7923,958,2396,1116
7924,958,2008,843
7925,958,2249,731
7926,958,1460,701
7927,958,1662,689
7928,959,2964,1892
7929,959,1679,1415
7930,959,1193,1405
7931,959,2164,1315
7932,959,1314,1229
7933,959,2395,1118
7934,959,2006,843
7935,959,2250,731
7936,959,1460,701
7937,959,1663,689
7938,960,1671,1429
7939,960,1679,1415
7940,960,1193,1406
7941,960,2161,1309
7942,960,1312,1230
7943,960,1630,1235
7944,960,2395,1122
7945,960,2009,844
7946,960,2250,731
7947,960,1460,701
7948,960,1665,690
7949,961,2965,1894
7950,961,1193,1407
7951,961,2162,1310
7952,961,1630,1236
7953,961,1311,1230
7954,961,2393,1127
7955,961,2009,845
7956,961,2250,731
7957,961,1460,700
7958,961,1664,690
7959,962,2966,1893
7960,962,1192,1413
7961,962,2161,1308
7962,962,1630,1237
7963,962,1308,1229
7964,962,2393,1127
7965,962,2008,844
7966,962,1460,700
7967,962,1664,691
7968,963,2966,1894
7969,963,1191,1409
7970,963,2161,1307
7971,963,1630,1238
7972,963,1308,1229
7973,963,2393,1133
7974,963,1458,701
7975,963,1665,691
7976,964,2965,1895
7977,964,1192,1411
7978,964,2160,1308
7979,964,1307,1229
7980,964,2393,1134
7981,964,1466,704
7982,964,1671,689
7983,965,2965,1896
7984,965,1192,1410
7985,965,2158,1304
7986,965,1307,1229
7987,965,1628,1227
7988,965,2393,1135
7989,965,1685,917
7990,965,1463,702
7991,965,1671,688
7992,966,2963,1896
7993,966,1191,1410
7994,966,2159,1303
7995,966,1308,1230
7996,966,1628,1226
7997,966,2393,1137
7998,966,1463,702
7999,966,1671,687
8000,967,2961,1895
8001,967,1190,1412
8002,967,1824,1364
8003,967,2160,1305
8004,967,1307,1229
8005,967,1629,1228
8006,967,2393,1143
8007,967,1464,704
8008,967,1671,687
8009,968,2960,1895
8010,968,1189,1412
8011,968,1823,1367
8012,968,2160,1305
8013,968,1306,1228
8014,968,1630,1228
8015,968,2394,1144
8016,968,1657,714
8017,968,1464,705
8018,968,1670,688
8019,969,2960,1896
8020,969,1190,1413
8021,969,2161,1305
8022,969,1632,1230
8023,969,2394,1149
8024,969,2514,899
8025,969,1465,706
8026,969,1664,703
8027,970,2961,1897
8028,970,1187,1414
8029,970,2160,1303
8030,970,1632,1230
8031,970,2362,1208
8032,970,2395,1151
8033,970,2514,900
8034,970,1660,711
8035,970,1465,706
8036,970,1673,685
8037,971,2960,1899
8038,971,2990,1508
8039,971,1183,1419
8040,971,2175,1320
8041,971,2158,1302
8042,971,1634,1229
8043,971,2396,1161
8044,971,2515,901
8045,971,1776,807
8046,971,1659,712
8047,971,1466,707
8048,972,2959,1899
8049,972,2989,1508
8050,972,1184,1418
8051,972,2157,1301
8052,972,1635,1232
8053,972,2395,1160
8054,972,2516,902
8055,972,1778,808
8056,972,1658,714
8057,972,1467,708
8058,973,2960,1901
8059,973,2988,1509
8060,973,1184,1419
8061,973,2155,1300
8062,973,1636,1233
8063,973,2390,1229
8064,973,2395,1165
8065,973,1779,807
8066,973,2253,734
8067,973,1659,714
8068,973,1467,710
8069,974,2960,1902
8070,974,2987,1510
8071,974,1184,1417
8072,974,2156,1300
8073,974,2388,1230
8074,974,1636,1233
8075,974,2396,1165
8076,974,2518,906
8077,974,1780,808
8078,974,1658,715
8079,974,1468,711
8080,975,2961,1901
8081,975,2986,1511
8082,975,1183,1421
8083,975,2153,1298
8084,975,1635,1234
8085,975,2391,1229
8086,975,2396,1168
8087,975,2518,907
8088,975,1781,808
8089,975,1657,719
8090,975,1469,710
8091,976,2960,1902
8092,976,2986,1511
8093,976,1184,1421
8094,976,2155,1298
8095,976,1637,1235
8096,976,2397,1171
8097,976,1782,808
8098,976,1658,720
8099,976,1470,710
8100,977,2960,1903
8101,977,2986,1513
8102,977,1186,1415
8103,977,1641,1236
8104,977,2398,1184
8105,977,2015,846
8106,977,1782,808
8107,978,2987,1513
8108,978,1185,1418
8109,978,2150,1296
8110,978,1642,1237
8111,978,2398,1180
8112,978,1782,808
8113,979,2960,1904
8114,979,2281,1533
8115,979,2987,1511
8116,979,2278,1497
8117,979,1671,1417
8118,979,1185,1418
8119,979,2151,1296
8120,979,1641,1238
8121,979,2398,1180
8122,979,2521,907
8123,979,2011,844
8124,979,1783,807
8125,979,2255,735
8126,980,2951,1566
8127,980,2987,1511
8128,980,2279,1495
8129,980,1670,1413
8130,980,1185,1420
8131,980,1639,1239
8132,980,2399,1181
8133,980,1683,923
8134,980,2521,907
8135,980,2012,844
8136,980,1783,807
8137,981,2953,1564
8138,981,2986,1513
8139,981,2275,1498
8140,981,1669,1412
8141,981,1640,1239
8142,981,2399,1182
8143,981,1683,922
8144,981,2522,908
8145,981,2012,845
8146,982,2954,1564
8147,982,2985,1515
8148,982,2273,1499
8149,982,1669,1412
8150,982,1640,1240
8151,982,2394,1229
8152,982,2399,1201
8153,982,2398,1166
8154,982,2521,908
8155,982,2012,843
8156,983,2985,1515
8157,983,2274,1510
8158,983,3037,1408
8159,983,1668,1413
8160,983,2399,1181
8161,983,2522,908
8162,983,2012,843
8163,983,1783,805
8164,984,2962,1895
8165,984,2986,1516
8166,984,2273,1511
8167,984,1183,1425
8168,984,3037,1408
8169,984,1668,1413
8170,984,2400,1189
8171,984,2526,910
8172,985,2960,1895
8173,985,2272,1511
8174,985,1182,1426
8175,985,3036,1408
8176,985,1667,1413
8177,985,2402,1184
8178,985,2528,910
8179,986,2959,1895
8180,986,2270,1511
8181,986,1667,1415
8182,986,3035,1408
8183,986,2400,1185
8184,986,2529,911
8185,987,2960,1903
8186,987,2269,1511
8187,987,3035,1408
8188,987,1822,1381
8189,987,2400,1198
8190,988,2960,1902
8191,988,2987,1510
8192,988,2267,1511
8193,988,3035,1407
8194,988,1822,1383
8195,988,2400,1197
8196,988,2528,909
8197,988,1659,722
8198,989,2960,1903
8199,989,2986,1511
8200,989,2265,1511
8201,989,1821,1386
8202,989,2142,1299
8203,989,2400,1199
8204,989,2528,910
8205,989,1658,722
8206,990,2958,1903
8207,990,2261,1511
8208,990,1822,1386
8209,990,2141,1298
8210,990,1636,1241
8211,990,2398,1211
8212,990,2529,909
8213,990,1659,721
8214,991,2956,1898
8215,991,2260,1512
8216,991,1821,1385
8217,991,2142,1298
8218,991,2401,1193
8219,991,2527,910
8220,991,1657,722
8221,992,2958,1905
8222,992,2257,1514
8223,992,1822,1385
8224,992,2146,1298
8225,992,2404,1231
8226,992,2399,1178
8227,992,2528,909
8228,992,1658,722
8229,993,2958,1906
8230,993,2254,1514
8231,993,1822,1389
8232,993,2145,1298
8233,993,2406,1232
8234,993,2406,1178
8235,993,2526,910
8236,993,1658,724
8237,993,1465,715
8238,994,2959,1910
8239,994,2249,1517
8240,994,1821,1389
8241,994,2140,1298
8242,994,2408,1182
8243,994,1682,928
8244,994,1658,726
8245,994,1464,713
8246,995,2961,1917
8247,995,2987,1519
8248,995,2247,1519
8249,995,1821,1389
8250,995,2139,1298
8251,995,2408,1181
8252,995,1681,926
8253,995,2535,908
8254,995,2278,889
8255,995,1660,726
8256,995,1464,713
8257,996,2960,1915
8258,996,2987,1520
8259,996,2246,1519
8260,996,1820,1391
8261,996,2138,1298
8262,996,1679,930
8263,996,2538,910
8264,996,2277,888
8265,996,1661,727
8266,996,1465,713
8267,997,2960,1918
8268,997,2225,1527
8269,997,2274,1512
8270,997,1820,1391
8271,997,2411,1189
8272,997,2538,910
8273,997,1680,926
8274,997,1661,729
8275,997,1467,711
8276,998,2960,1917
8277,998,2980,1523
8278,998,2224,1527
8279,998,2275,1511
8280,998,1821,1392
8281,998,2405,1196
8282,998,1680,926
8283,998,2538,910
8284,998,1661,731
8285,998,1467,710
8286,999,2959,1914
8287,999,2981,1524
8288,999,2223,1528
8289,999,2274,1509
8290,999,1821,1395
8291,999,2405,1197
8292,999,1680,926
8293,999,1662,734
8294,999,1467,709
8295,1000,2960,1913
8296,1000,2979,1525
8297,1000,2220,1531
8298,1000,2273,1497
8299,1000,1820,1394
8300,1000,2405,1197
8301,1000,1678,924
8302,1000,1662,736
8303,1000,1468,709
8304,1001,2960,1912
8305,1001,2980,1526
8306,1001,2218,1533
8307,1001,2274,1496
8308,1001,1820,1395
8309,1001,2405,1197
8310,1001,2531,910
8311,1001,1678,920
8312,1001,1663,739
8313,1001,1468,708
8314,1002,2957,1912
8315,1002,2276,1530
8316,1002,2216,1535
8317,1002,2956,1515
8318,1002,2275,1493
8319,1002,1821,1397
8320,1002,2412,1192
8321,1002,1679,927
8322,1002,2532,910
8323,1002,2069,846
8324,1002,1662,741
8325,1002,1472,710
8326,1003,2957,1913
8327,1003,2276,1530
8328,1003,2214,1539
8329,1003,2957,1512
8330,1003,2276,1492
8331,1003,1821,1396
8332,1003,2416,1194
8333,1003,1681,930
8334,1003,2532,910
8335,1003,2069,846
8336,1003,1661,743
8337,1003,1469,707
8338,1004,2959,1914
8339,1004,2212,1540
8340,1004,2957,1512
8341,1004,2276,1492
8342,1004,1821,1398
8343,1004,2416,1193
