,frame,x,y
3833,445,1803,1193
3834,445,2908,1176
3835,445,2878,1116
3836,445,2274,887
3837,445,1455,722
3838,445,1512,631
3839,446,528,1500
3840,446,656,1399
3841,446,2162,1317
3842,446,1263,1296
3843,446,2445,1231
3844,446,1803,1199
3845,446,2908,1178
3846,446,2877,1117
3847,446,2274,888
3848,446,1454,721
3849,446,1471,655
3850,446,1514,632
3851,447,2967,1897
3852,447,526,1494
3853,447,656,1399
3854,447,2150,1324
3855,447,1271,1297
3856,447,2445,1230
3857,447,1803,1200
3858,447,2909,1179
3859,447,2879,1124
3860,447,2275,887
3861,447,1454,721
3862,447,1471,656
3863,447,1516,633
3864,448,2967,1896
3865,448,524,1490
3866,448,653,1402
3867,448,1269,1296
3868,448,2439,1227
3869,448,2909,1178
3870,448,2879,1125
3871,448,2269,884
3872,448,1453,722
3873,448,1471,658
3874,448,1519,633
3875,449,2967,1896
3876,449,522,1483
3877,449,653,1403
3878,449,1268,1296
3879,449,2445,1231
3880,449,1802,1192
3881,449,2911,1182
3882,449,2879,1128
3883,449,2277,887
3884,449,1461,729
3885,449,1470,658
3886,449,1521,634
3887,450,2967,1895
3888,450,519,1476
3889,450,2151,1321
3890,450,1262,1295
3891,450,2443,1229
3892,450,1802,1192
3893,450,2912,1183
3894,450,2882,1131
3895,450,2277,885
3896,450,1460,728
3897,450,1470,659
3898,450,1527,635
3899,451,2968,1894
3900,451,519,1476
3901,451,2152,1321
3902,451,1260,1296
3903,451,2442,1229
3904,451,1801,1195
3905,451,2914,1185
3906,451,2882,1132
3907,451,2278,886
3908,451,1460,727
3909,451,1470,659
3910,451,1530,636
3911,452,2969,1896
3912,452,517,1466
3913,452,2181,1318
3914,452,1256,1296
3915,452,1626,1228
3916,452,2440,1228
3917,452,1800,1197
3918,452,2914,1184
3919,452,2881,1132
3920,452,2266,883
3921,452,1458,725
3922,452,1532,637
3923,453,2969,1892
3924,453,515,1458
3925,453,1622,1325
3926,453,2181,1319
3927,453,1250,1298
3928,453,1626,1228
3929,453,2438,1227
3930,453,1798,1195
3931,453,2915,1184
3932,453,2882,1133
3933,453,2283,885
3934,453,2256,882
3935,453,1458,725
3936,453,1535,637
3937,454,513,1452
3938,454,1622,1325
3939,454,2181,1319
3940,454,1246,1298
3941,454,1626,1227
3942,454,2437,1226
3943,454,1800,1197
3944,454,2914,1184
3945,454,2883,1135
3946,454,2284,886
3947,454,2258,883
3948,454,1463,732
3949,454,1537,638
3950,455,508,1439
3951,455,2181,1319
3952,455,1622,1324
3953,455,1240,1297
3954,455,2436,1226
3955,455,1800,1198
3956,455,2915,1185
3957,455,2883,1135
3958,455,2258,883
3959,455,1462,732
3960,455,1540,638
3961,456,2354,1442
3962,456,3001,1432
3963,456,505,1428
3964,456,2181,1320
3965,456,1622,1323
3966,456,1237,1297
3967,456,2434,1225
3968,456,1801,1198
3969,456,2915,1186
3970,456,2883,1136
3971,456,2258,884
3972,456,1461,733
3973,456,1543,638
3974,457,2354,1442
3975,457,3000,1433
3976,457,505,1427
3977,457,1622,1323
3978,457,1232,1294
3979,457,2430,1223
3980,457,1802,1197
3981,457,2918,1190
3982,457,2884,1140
3983,457,1461,733
3984,457,1547,639
3985,458,2357,1443
3986,458,3002,1434
3987,458,503,1418
3988,458,1232,1294
3989,458,2428,1222
3990,458,1802,1197
3991,458,2920,1192
3992,458,2885,1140
3993,458,1462,733
3994,458,1549,639
3995,459,3000,1434
3996,459,502,1413
3997,459,1231,1295
3998,459,2427,1222
3999,459,1801,1198
4000,459,2922,1195
4001,459,2885,1142
4002,459,1462,733
4003,459,1550,639
4004,460,3000,1434
4005,460,499,1405
4006,460,1227,1294
4007,460,2427,1222
4008,460,2922,1197
4009,460,1808,1190
4010,460,2885,1142
4011,460,1461,734
4012,460,1553,640
4013,461,3000,1434
4014,461,497,1398
4015,461,1623,1316
4016,461,1223,1294
4017,461,2425,1223
4018,461,2925,1200
4019,461,1809,1189
4020,461,2889,1146
4021,461,1459,734
4022,461,1554,640
4023,462,3000,1437
4024,462,643,1418
4025,462,495,1391
4026,462,1623,1317
4027,462,1219,1293
4028,462,2424,1223
4029,462,2924,1198
4030,462,1809,1190
4031,462,2891,1147
4032,462,1557,640
4033,463,3000,1438
4034,463,643,1418
4035,463,494,1386
4036,463,1624,1316
4037,463,1217,1294
4038,463,2424,1223
4039,463,2926,1201
4040,463,1809,1190
4041,463,2889,1146
4042,463,1560,641
4043,464,2993,1524
4044,464,2999,1439
4045,464,643,1418
4046,464,491,1375
4047,464,1624,1315
4048,464,1553,1300
4049,464,1210,1296
4050,464,2423,1221
4051,464,2925,1202
4052,464,1809,1190
4053,464,2889,1146
4054,464,1562,640
4055,465,2992,1522
4056,465,2999,1437
4057,465,643,1419
4058,465,486,1362
4059,465,1625,1311
4060,465,1204,1298
4061,465,2422,1222
4062,465,2926,1204
4063,465,1809,1191
4064,465,2889,1145
4065,465,1559,641
4066,466,2992,1522
4067,466,2360,1446
4068,466,3000,1437
4069,466,643,1419
4070,466,485,1356
4071,466,1625,1309
4072,466,1201,1300
4073,466,2423,1220
4074,466,2929,1207
4075,466,1811,1183
4076,466,2888,1146
4077,466,1469,656
4078,466,1567,640
4079,467,2992,1522
4080,467,2360,1447
4081,467,3001,1438
4082,467,643,1419
4083,467,483,1348
4084,467,1625,1311
4085,467,1198,1302
4086,467,2414,1222
4087,467,2933,1212
4088,467,2888,1145
4089,467,1469,656
4090,467,1570,641
4091,468,2992,1522
4092,468,2360,1448
4093,468,3001,1440
4094,468,643,1419
4095,468,479,1337
4096,468,1626,1310
4097,468,1197,1302
4098,468,2408,1222
4099,468,2935,1215
4100,468,2889,1147
4101,468,1469,656
4102,468,1573,641
4103,469,2360,1448
4104,469,3000,1441
4105,469,643,1420
4106,469,477,1331
4107,469,1627,1310
4108,469,1194,1304
4109,469,2406,1222
4110,469,2936,1216
4111,469,1805,1192
4112,469,2888,1149
4113,469,1577,641
4114,470,2360,1449
4115,470,3000,1442
4116,470,642,1421
4117,470,1627,1309
4118,470,1555,1301
4119,470,1192,1304
4120,470,474,1320
4121,470,2411,1223
4122,470,2936,1217
4123,470,1805,1193
4124,470,2888,1148
4125,470,1581,642
4126,471,2360,1450
4127,471,3001,1443
4128,471,641,1423
4129,471,1628,1308
4130,471,1554,1300
4131,471,1191,1305
4132,471,472,1313
4133,471,2404,1223
4134,471,2937,1218
4135,471,1806,1191
4136,471,2893,1155
4137,471,1583,642
4138,472,2359,1450
4139,472,3000,1444
4140,472,1629,1308
4141,472,1189,1305
4142,472,1554,1300
4143,472,1470,1290
4144,472,470,1303
4145,472,2406,1224
4146,472,2939,1219
4147,472,1808,1189
4148,472,2897,1157
4149,472,1584,642
4150,473,3000,1445
4151,473,635,1430
4152,473,641,1423
4153,473,1630,1307
4154,473,1188,1306
4155,473,1467,1291
4156,473,470,1299
4157,473,2408,1222
4158,473,2940,1221
4159,473,1809,1190
4160,473,2898,1157
4161,473,1586,642
4162,474,3000,1449
4163,474,639,1427
4164,474,1631,1307
4165,474,1187,1306
4166,474,1466,1292
4167,474,468,1293
4168,474,2403,1222
4169,474,2941,1223
4170,474,1810,1190
4171,474,1589,642
4172,475,3000,1450
4173,475,1631,1307
4174,475,1185,1307
4175,475,1465,1291
4176,475,468,1292
4177,475,2955,1249
4178,475,2943,1224
4179,475,1809,1191
4180,475,2902,1163
4181,475,1590,641
4182,476,3000,1451
4183,476,1630,1308
4184,476,1183,1308
4185,476,1465,1291
4186,476,467,1286
4187,476,2945,1228
4188,476,2399,1225
4189,476,1809,1189
4190,476,2901,1162
4191,476,1591,642
4192,477,3000,1455
4193,477,1180,1310
4194,477,1632,1306
4195,477,1465,1291
4196,477,464,1280
4197,477,2947,1229
4198,477,2398,1227
4199,477,1810,1190
4200,477,2901,1162
4201,477,1592,642
4202,478,3000,1456
4203,478,1632,1306
4204,478,1179,1311
4205,478,1465,1291
4206,478,464,1278
4207,478,2948,1232
4208,478,2399,1228
4209,478,1805,1195
4210,478,2902,1163
4211,478,1593,641
4212,479,3000,1458
4213,479,1176,1312
4214,479,1465,1291
4215,479,463,1273
4216,479,2398,1228
4217,479,2947,1231
4218,479,1806,1201
4219,479,2901,1161
4220,479,1593,641
4221,480,3000,1458
4222,480,1175,1312
4223,480,1465,1292
4224,480,463,1272
4225,480,2397,1230
4226,480,2947,1232
4227,480,1809,1188
4228,480,2903,1162
4229,480,1594,641
4230,481,3001,1456
4231,481,1175,1312
4232,481,2948,1235
4233,481,2397,1230
4234,481,1809,1188
4235,481,1595,641
4236,482,3000,1463
4237,482,1175,1313
4238,482,1634,1304
4239,482,2949,1238
4240,482,2397,1230
4241,482,1809,1189
4242,482,2906,1163
4243,482,1593,641
4244,483,3000,1465
4245,483,1174,1313
4246,483,2398,1232
4247,483,2950,1240
4248,483,1811,1186
4249,483,2906,1163
4250,483,1596,641
4251,484,2999,1477
4252,484,1173,1314
4253,484,2951,1244
4254,484,2396,1223
4255,484,1809,1193
4256,484,2902,1164
4257,484,1595,641
4258,485,3000,1478
4259,485,1168,1313
4260,485,1633,1305
4261,485,2952,1248
4262,485,2394,1222
4263,485,1809,1192
4264,485,1596,640
4265,486,3000,1480
4266,486,2952,1249
4267,486,2395,1222
4268,486,1806,1191
4269,486,1602,641
4270,487,3000,1480
4271,487,2952,1250
4272,487,1811,1189
4273,487,1601,642
4274,488,3000,1480
4275,488,2363,1447
4276,488,2952,1251
4277,488,1804,1192
4278,488,1814,751
4279,489,3000,1481
4280,489,2364,1443
4281,489,2952,1251
4282,489,1803,1192
4283,489,2903,1167
4284,489,1603,642
4285,490,3000,1482
4286,490,1634,1305
4287,490,2953,1253
4288,490,1802,1192
4289,490,2903,1168
4290,490,434,1161
4291,490,430,1144
4292,490,1604,641
4293,491,2999,1484
4294,491,1634,1304
4295,491,2953,1254
4296,491,1802,1193
4297,491,434,1161
4298,491,2903,1168
4299,491,430,1142
4300,491,1997,1068
4301,491,1441,721
4302,491,1605,642
4303,492,2999,1482
4304,492,1635,1303
4305,492,2953,1255
4306,492,1800,1192
4307,492,2904,1170
4308,492,434,1161
4309,492,429,1139
4310,492,1997,1068
4311,492,1441,720
4312,492,1605,642
4313,493,2998,1484
4314,493,1636,1301
4315,493,2954,1256
4316,493,1799,1191
4317,493,2905,1172
4318,493,434,1160
4319,493,428,1136
4320,493,1997,1069
4321,493,1441,720
4322,493,1606,642
4323,494,2998,1485
4324,494,2955,1261
4325,494,1797,1191
4326,494,2903,1166
4327,494,429,1138
4328,494,1998,1069
4329,494,1441,720
4330,494,1606,642
4331,495,2997,1485
4332,495,2362,1447
4333,495,2956,1262
4334,495,1798,1194
4335,495,2904,1167
4336,495,427,1130
4337,495,1998,1069
4338,495,1441,720
4339,495,1607,642
4340,496,2996,1487
4341,496,2361,1450
4342,496,2957,1264
4343,496,1797,1193
4344,496,2904,1168
4345,496,426,1128
4346,496,1998,1069
4347,496,1441,720
4348,497,2996,1488
4349,497,2361,1450
4350,497,2959,1266
4351,497,1796,1192
4352,497,2904,1169
4353,497,425,1124
4354,497,1998,1069
4355,498,2997,1489
4356,498,2361,1450
4357,498,1169,1307
4358,498,2960,1268
4359,498,1796,1192
4360,498,2904,1169
4361,498,424,1119
4362,498,1999,1070
4363,499,2998,1489
4364,499,2360,1453
4365,499,1170,1307
4366,499,2960,1268
4367,499,1799,1193
4368,499,2905,1170
4369,499,423,1114
4370,500,2996,1492
4371,500,2360,1449
4372,500,1170,1305
4373,500,2960,1270
4374,500,1799,1192
4375,500,2905,1171
4376,500,422,1110
4377,501,2994,1494
4378,501,2360,1451
4379,501,1170,1305
4380,501,2961,1271
4381,501,1802,1195
4382,501,2909,1176
4383,501,421,1105
4384,501,416,1078
4385,502,2992,1495
4386,502,2360,1453
4387,502,1170,1306
4388,502,2963,1273
4389,502,1798,1196
4390,502,2909,1177
4391,502,420,1100
4392,502,416,1075
4393,502,1625,640
4394,503,2992,1495
4395,503,2361,1453
4396,503,1170,1306
4397,503,2962,1274
4398,503,2361,1242
4399,503,1796,1197
4400,503,2910,1179
4401,503,420,1097
4402,503,416,1073
4403,503,1627,640
4404,504,2992,1496
4405,504,2361,1453
4406,504,2151,1328
4407,504,1170,1306
4408,504,2964,1275
4409,504,2362,1242
4410,504,2396,1227
4411,504,1793,1199
4412,504,2907,1174
4413,504,416,1070
4414,504,1627,639
4415,505,2991,1496
4416,505,1170,1306
4417,505,2965,1276
4418,505,2362,1242
4419,505,2398,1225
4420,505,1792,1200
4421,505,2908,1176
4422,505,415,1068
4423,505,1627,639
4424,506,2990,1497
4425,506,2965,1277
4426,506,2362,1241
4427,506,2397,1225
4428,506,2914,1194
4429,506,1791,1200
4430,506,415,1067
4431,507,2986,1501
4432,507,2966,1279
4433,507,2362,1241
4434,507,2397,1225
4435,507,2916,1198
4436,507,1794,1201
4437,507,415,1064
4438,508,1168,1309
4439,508,2966,1280
4440,508,2917,1199
4441,508,1794,1201
4442,508,414,1059
4443,509,6,1579
4444,509,1168,1310
4445,509,2967,1282
4446,509,2398,1225
4447,509,1790,1201
4448,509,2912,1188
4449,509,413,1055
4450,510,7,1582
4451,510,1169,1310
4452,510,2968,1285
4453,510,2363,1239
4454,510,2400,1224
4455,510,1789,1201
4456,510,2912,1188
4457,510,412,1051
4458,511,2153,1327
4459,511,1169,1310
4460,511,2968,1285
4461,511,2363,1239
4462,511,2400,1223
4463,511,1793,1205
4464,511,2913,1190
4465,511,412,1048
4466,512,2368,1460
4467,512,2360,1447
4468,512,2970,1286
4469,512,2400,1223
4470,512,1812,1208
4471,512,1781,1204
4472,512,2914,1195
4473,512,411,1046
4474,513,2367,1461
4475,513,1169,1309
4476,513,2972,1288
4477,513,2400,1223
4478,513,1811,1206
4479,513,1781,1202
4480,513,2919,1204
4481,513,412,1037
4482,514,2366,1461
4483,514,1169,1308
4484,514,2970,1283
4485,514,2364,1239
4486,514,2401,1224
4487,514,1813,1207
4488,514,1780,1201
4489,514,2919,1204
4490,514,412,1035
4491,515,2367,1458
4492,515,2158,1325
4493,515,1169,1307
4494,515,1463,1291
4495,515,2974,1288
4496,515,2363,1240
4497,515,2400,1224
4498,515,1816,1206
4499,515,1783,1199
4500,515,2918,1203
4501,515,411,1035
4502,516,2366,1457
4503,516,2159,1325
4504,516,1170,1307
4505,516,1462,1289
4506,516,2976,1291
4507,516,2401,1224
4508,516,1816,1207
4509,516,1783,1200
4510,516,2918,1203
4511,516,410,1032
4512,516,1852,829
4513,517,2364,1457
4514,517,2153,1326
4515,517,1171,1306
4516,517,1462,1288
4517,517,2977,1292
4518,517,2402,1223
4519,517,1789,1197
4520,517,2919,1206
4521,517,411,1028
4522,517,1853,831
4523,518,2155,1324
4524,518,1171,1306
4525,518,1462,1286
4526,518,2978,1293
4527,518,2361,1244
4528,518,2403,1223
4529,518,1790,1197
4530,518,2919,1204
4531,518,411,1028
4532,518,1853,831
4533,519,1172,1305
4534,519,2977,1296
4535,519,1462,1284
4536,519,2363,1243
4537,519,2405,1226
4538,519,1791,1196
4539,519,2921,1208
4540,519,411,1027
4541,519,1852,834
4542,520,1171,1298
4543,520,2979,1297
4544,520,1462,1284
4545,520,2363,1244
4546,520,1792,1197
4547,520,2922,1208
4548,520,410,1026
4549,520,1852,833
4550,521,2157,1324
4551,521,1172,1298
4552,521,2978,1297
4553,521,1462,1285
4554,521,1787,1198
4555,521,2923,1210
4556,521,1852,833
4557,522,2156,1316
4558,522,1171,1297
4559,522,2978,1298
4560,522,1462,1284
4561,522,2926,1214
4562,522,1789,1198
4563,522,410,1023
4564,522,1852,835
4565,522,1639,641
4566,523,2157,1315
4567,523,1171,1299
4568,523,2981,1300
4569,523,1462,1283
4570,523,2363,1243
4571,523,2929,1217
4572,523,2912,1191
4573,523,1797,1199
4574,523,410,1022
4575,523,1852,839
4576,523,1641,640
4577,524,2159,1310
4578,524,1172,1298
4579,524,2981,1300
4580,524,2363,1243
4581,524,2404,1223
4582,524,2929,1217
4583,524,1801,1201
4584,524,411,1022
4585,524,1641,640
4586,525,2976,1507
4587,525,2159,1310
4588,525,1172,1298
4589,525,2982,1300
4590,525,1462,1282
4591,525,2401,1222
4592,525,2931,1219
4593,525,1803,1201
4594,525,1641,640
4595,526,2974,1507
4596,526,2984,1308
4597,526,2159,1309
4598,526,1171,1298
4599,526,2365,1242
4600,526,2401,1221
4601,526,2932,1220
4602,526,1797,1200
4603,526,1676,905
4604,526,1852,840
4605,526,1642,640
4606,527,2976,1508
4607,527,2985,1310
4608,527,2159,1309
4609,527,1171,1297
4610,527,1464,1288
4611,527,2365,1242
4612,527,2933,1222
4613,527,2400,1219
4614,527,1806,1200
4615,527,1676,905
4616,527,1851,842
4617,527,1642,639
4618,528,2974,1508
4619,528,2987,1311
4620,528,1170,1297
4621,528,1464,1287
4622,528,2935,1224
4623,528,2398,1219
4624,528,1807,1200
4625,528,1675,905
4626,528,1851,845
4627,529,2973,1509
4628,529,2987,1311
4629,529,1170,1296
4630,529,1465,1284
4631,529,2937,1226
4632,529,2398,1219
4633,529,1809,1199
4634,529,1676,903
4635,529,1850,846
4636,530,2976,1510
4637,530,2990,1313
4638,530,2160,1310
4639,530,1642,1292
4640,530,1169,1293
4641,530,1467,1284
4642,530,2940,1229
4643,530,2398,1219
4644,530,1808,1199
4645,530,1678,900
4646,530,1850,847
4647,531,2976,1510
4648,531,2990,1314
4649,531,2159,1307
4650,531,1642,1291
4651,531,1170,1294
4652,531,1466,1283
4653,531,2941,1230
4654,531,2397,1218
4655,531,1809,1199
4656,531,1678,899
4657,531,1849,848
4658,532,2976,1510
4659,532,2160,1309
4660,532,1642,1290
4661,532,1469,1281
4662,532,2942,1231
4663,532,2395,1218
4664,532,1811,1199
4665,532,1678,896
4666,532,1848,849
4667,533,2159,1311
4668,533,1643,1288
4669,533,1469,1281
4670,533,2942,1231
4671,533,2393,1218
4672,533,1811,1199
4673,533,1679,901
4674,533,1847,851
4675,534,2158,1308
4676,534,1644,1287
4677,534,1470,1280
4678,534,2943,1232
4679,534,2392,1218
4680,534,1812,1200
4681,534,1678,899
4682,534,1847,851
4683,535,2978,1510
4684,535,2990,1317
4685,535,2158,1308
4686,535,1644,1286
4687,535,1471,1279
4688,535,2943,1232
4689,535,2392,1219
4690,535,1813,1200
4691,535,1678,899
4692,535,1846,852
4693,536,2978,1510
4694,536,2991,1317
4695,536,2158,1306
4696,536,1643,1287
4697,536,1472,1279
4698,536,2943,1232
4699,536,2391,1219
4700,536,1818,1202
4701,536,1845,853
4702,537,2979,1512
4703,537,2991,1318
4704,537,2157,1301
4705,537,1472,1279
4706,537,2944,1233
4707,537,2390,1219
4708,537,1818,1203
4709,537,1843,854
4710,537,2483,751
4711,538,2977,1510
4712,538,2991,1318
4713,538,1638,1291
4714,538,1473,1279
4715,538,2945,1233
4716,538,1819,1203
4717,538,1842,855
4718,539,2977,1509
4719,539,2993,1320
4720,539,1641,1289
4721,539,1470,1278
4722,539,2947,1235
4723,539,1802,1204
4724,539,1840,857
4725,540,2994,1322
4726,540,1640,1289
4727,540,1475,1278
4728,540,2949,1239
4729,540,1801,1203
4730,540,1838,858
4731,541,2980,1511
4732,541,2994,1321
4733,541,2154,1299
4734,541,1646,1280
4735,541,1476,1278
4736,541,2951,1241
4737,541,1807,1203
4738,541,1676,901
4739,541,1836,859
4740,542,2980,1512
4741,542,2994,1316
4742,542,2155,1299
4743,542,1642,1286
4744,542,1470,1278
4745,542,2953,1243
4746,542,2389,1221
4747,542,1820,1207
4748,542,1782,1196
4749,542,1677,899
4750,542,1833,860
4751,543,2979,1512
4752,543,2992,1307
4753,543,1645,1281
4754,543,1473,1278
4755,543,2954,1245
4756,543,2391,1221
4757,543,1821,1211
4758,543,1832,861
4759,544,2979,1513
4760,544,2993,1316
4761,544,1644,1283
4762,544,1475,1278
4763,544,2954,1245
4764,544,1821,1212
4765,544,1829,862
4766,545,2978,1515
4767,545,2993,1319
4768,545,1476,1279
4769,545,1646,1278
4770,545,2957,1249
4771,545,2392,1223
4772,545,1829,862
4773,545,2480,753
4774,546,2978,1516
4775,546,2992,1319
4776,546,1648,1277
4777,546,1476,1277
4778,546,2957,1250
4779,546,2391,1223
4780,546,1823,863
4781,546,2480,753
4782,546,1631,640
4783,547,2978,1517
4784,547,2993,1321
4785,547,1485,1279
4786,547,1650,1275
4787,547,2956,1253
4788,547,1788,1196
4789,547,1824,863
4790,547,1633,641
4791,548,2994,1322
4792,548,1170,1295
4793,548,1481,1279
4794,548,1653,1269
4795,548,2958,1252
4796,548,1826,1217
4797,548,1786,1195
4798,548,1824,863
4799,549,2979,1517
4800,549,2994,1324
4801,549,1483,1281
4802,549,1654,1269
4803,549,2957,1255
4804,549,1826,1211
4805,549,1821,863
4806,550,2980,1517
4807,550,2994,1325
4808,550,1484,1281
4809,550,1657,1268
4810,550,2957,1257
4811,551,2979,1518
4812,551,2995,1328
4813,551,1484,1280
4814,551,1657,1268
4815,551,2956,1254
4816,551,1826,1214
4817,551,2236,897
4818,551,1820,864
4819,552,2979,1517
4820,552,2995,1329
4821,552,1483,1278
4822,552,1658,1267
4823,552,2960,1260
4824,552,1827,1216
4825,552,1813,864
4826,553,2979,1518
4827,553,2999,1338
4828,553,1480,1278
4829,553,1660,1264
4830,553,2959,1260
4831,553,1827,1216
4832,553,2235,897
4833,553,1813,864
4834,554,2997,1335
4835,554,1558,1297
4836,554,1481,1278
4837,554,1657,1270
4838,554,2962,1264
4839,554,1828,1220
4840,554,2235,897
4841,554,1812,864
4842,555,2980,1517
4843,555,2997,1334
4844,555,1558,1294
4845,555,1484,1279
4846,555,1657,1270
4847,555,2962,1263
4848,555,1828,1219
4849,555,2235,896
4850,555,1809,865
4851,556,2980,1518
4852,556,2999,1337
4853,556,1558,1295
4854,556,1484,1278
4855,556,1658,1269
4856,556,2964,1264
4857,556,1829,1217
4858,556,2235,896
4859,557,2980,1518
4860,557,2998,1335
4861,557,2149,1299
4862,557,1558,1298
4863,557,1487,1278
4864,557,1660,1268
4865,557,2966,1266
4866,557,1830,1219
4867,557,2235,895
4868,557,1492,651
4869,558,2999,1336
4870,558,2149,1299
4871,558,1557,1297
4872,558,1488,1278
4873,558,2967,1269
4874,558,1661,1268
4875,558,1833,1222
4876,558,1492,650
4877,559,3000,1338
4878,559,1172,1292
4879,559,1491,1279
4880,559,1662,1266
4881,559,2965,1264
4882,559,1834,1223
4883,559,2235,894
4884,559,1492,648
4885,560,3001,1339
4886,560,1493,1280
4887,560,1664,1265
4888,560,2965,1264
4889,560,1833,1222
4890,560,2234,894
4891,560,1800,867
4892,560,1787,867
4893,560,1492,647
4894,561,3000,1338
4895,561,1496,1281
4896,561,1666,1263
4897,561,2966,1264
4898,561,1833,1223
4899,561,2234,894
4900,561,1800,867
4901,561,1787,867
4902,561,1492,646
4903,562,3002,1343
4904,562,1499,1282
4905,562,1667,1262
4906,562,2966,1264
4907,562,1833,1224
4908,562,2234,893
4909,562,1800,867
4910,562,1787,867
4911,562,1492,645
4912,563,3006,1352
4913,563,1557,1293
4914,563,1500,1282
4915,563,1669,1261
4916,563,2965,1263
4917,563,2232,892
4918,563,1800,867
4919,563,1787,867
4920,563,1492,643
4921,564,3005,1350
4922,564,1501,1282
4923,564,1670,1261
4924,564,2964,1264
4925,564,1833,1222
4926,564,2232,892
4927,564,1800,867
4928,564,1787,867
4929,565,3004,1350
4930,565,1561,1297
4931,565,1502,1282
4932,565,1671,1260
4933,565,2964,1265
4934,565,1831,1214
4935,565,2231,891
4936,565,1786,867
4937,566,3004,1349
4938,566,1561,1297
4939,566,1503,1282
4940,566,1672,1260
4941,566,2965,1266
4942,566,1832,1215
4943,566,2232,891
4944,566,1786,867
4945,567,3832,2155
4946,567,3005,1351
4947,567,1563,1297
4948,567,1502,1281
4949,567,2968,1274
4950,567,1832,1217
4951,567,2229,889
4952,567,1786,867
4953,568,3832,2155
4954,568,3005,1353
4955,568,1565,1296
4956,568,1503,1282
4957,568,2968,1275
4958,568,1835,1228
4959,568,2227,888
4960,568,1786,868
4961,569,3832,2155
4962,569,2980,1525
4963,569,3007,1357
4964,569,1566,1296
4965,569,1503,1282
4966,569,2969,1277
4967,569,1675,1257
4968,569,1836,1234
4969,569,2229,889
4970,569,1786,868
4971,570,3832,2155
4972,570,2980,1525
4973,570,3006,1357
4974,570,1567,1294
4975,570,1505,1281
4976,570,2973,1277
4977,570,1677,1255
4978,570,1837,1236
4979,570,2229,888
4980,570,1785,867
4981,571,3831,2156
4982,571,2980,1525
4983,571,3007,1365
4984,571,1569,1293
4985,571,1507,1282
4986,571,2973,1277
4987,571,1677,1255
4988,571,1837,1235
4989,571,2229,888
4990,571,1781,867
4991,572,3831,2157
4992,572,2980,1525
4993,572,3007,1371
4994,572,1572,1294
4995,572,1509,1283
4996,572,2972,1276
4997,572,1677,1255
4998,572,1836,1234
4999,572,2227,886
5000,572,1780,867
5001,573,3832,2155
5002,573,2980,1525
5003,573,3007,1370
5004,573,2152,1300
5005,573,1572,1291
5006,573,1513,1284
5007,573,2972,1276
5008,573,1677,1256
5009,573,1836,1235
5010,573,2226,885
5011,573,1780,867
5012,574,3007,1369
5013,574,2152,1300
5014,574,1572,1291
5015,574,1516,1285
5016,574,2974,1278
5017,574,1678,1255
5018,574,1836,1236
5019,574,2225,885
5020,574,1780,867
5021,575,3006,1370
5022,575,2150,1298
5023,575,1575,1292
5024,575,1518,1286
5025,575,2974,1278
5026,575,1679,1255
5027,575,1836,1237
5028,575,2224,884
5029,575,1779,868
5030,576,3007,1370
5031,576,2151,1300
5032,576,1573,1291
5033,576,1519,1286
5034,576,2974,1278
5035,576,1679,1256
5036,576,1837,1241
5037,576,2222,883
5038,576,1779,868
5039,577,3007,1370
5040,577,1573,1292
5041,577,1520,1286
5042,577,1681,1255
5043,577,1838,1245
5044,577,2217,881
5045,578,3006,1372
5046,578,1575,1292
5047,578,1520,1286
5048,578,2975,1279
5049,578,1681,1255
5050,578,1837,1247
5051,578,1759,873
5052,578,2214,879
5053,579,3006,1375
5054,579,1580,1292
5055,579,2973,1280
5056,579,1520,1286
5057,579,1682,1253
5058,579,1841,1253
5059,579,1759,873
5060,579,2212,879
5061,580,3006,1374
5062,580,1582,1292
5063,580,2975,1282
5064,580,1521,1286
5065,580,1683,1252
5066,580,1840,1250
5067,580,1759,873
5068,580,2209,877
5069,581,3006,1374
5070,581,1579,1293
5071,581,2975,1283
5072,581,1521,1287
5073,581,1685,1251
5074,581,1837,1243
5075,581,1759,873
5076,581,2208,876
5077,582,3006,1372
5078,582,1580,1294
5079,582,2974,1284
5080,582,1523,1289
5081,582,1687,1250
5082,582,1837,1244
5083,582,1757,875
5084,582,2206,875
5085,583,3006,1373
5086,583,1580,1294
5087,583,2975,1286
5088,583,1526,1291
5089,583,1837,1250
5090,583,1690,1248
5091,583,1756,876
5092,583,2206,874
5093,584,3005,1377
5094,584,1574,1295
5095,584,1530,1293
5096,584,2976,1287
5097,584,1836,1251
5098,584,1691,1248
5099,584,1755,876
5100,584,2205,872
5101,585,3005,1379
5102,585,1531,1293
5103,585,2976,1291
5104,585,1838,1260
5105,585,1747,884
5106,585,2204,872
5107,585,1485,648
5108,586,3005,1377
5109,586,2976,1294
5110,586,1535,1294
5111,586,1838,1259
5112,586,1745,885
5113,586,2204,872
5114,586,1485,648
5115,587,3007,1390
5116,587,2976,1295
5117,587,1536,1294
5118,587,1836,1255
5119,587,1744,885
5120,587,2203,871
5121,587,1486,647
5122,588,3007,1381
5123,588,2977,1297
5124,588,1536,1294
5125,588,1838,1262
5126,588,1685,1249
5127,588,1741,888
5128,588,2199,868
5129,588,1486,647
5130,589,3006,1382
5131,589,1583,1296
5132,589,2976,1295
5133,589,1536,1294
5134,589,1686,1251
